Customer placed order datetime,Placed order with restaurant datetime,Driver at restaurant datetime,Delivered to consumer datetime,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount,Customer placed order (minutes),Placed order with restaurant (minutes),Driver at restaurant (minutes),Delivered to consumer (minutes),Day,Time_to_Restaurant (min),Restaurant_Prep_Time (min),Total_Delivery_Time (min),DayOfWeek,IsWeekend,IsHolidayPeriod,Net_Revenue,Hour_of_Day
17 00:49:27,17 00:53:41,17 00:58:38,17 01:18:26,357,194,82303,San Jose,True,40.8,0.0,4.8,0.0,23089.45,23093.683333333334,23098.633333333335,23118.433333333334,17,4.233333333333576,4.950000000000728,28.983333333333576,Thursday,0,0,40.8,0
17 00:49:48,17 00:49:59,17 01:04:03,17 01:46:06,308,8,103766,Palo Alto,True,77.61,6.0,3.29,0.0,23089.8,23089.983333333334,23104.05,23146.1,17,0.18333333333430346,14.066666666665697,56.29999999999927,Thursday,0,0,77.61,0
17 00:50:16,17 00:51:18,17 01:00:32,17 01:30:59,195,232,547,Palo Alto,True,35.2,0.0,1.76,0.0,23090.266666666666,23091.3,23100.533333333333,23130.983333333334,17,1.0333333333328483,9.233333333333576,40.71666666666715,Thursday,0,0,35.2,0
17 00:50:19,17 00:57:13,17 00:58:46,17 01:25:14,189,195,11052,San Jose,True,35.91,0.0,2.75,0.0,23090.316666666666,23097.216666666667,23098.766666666666,23125.233333333334,17,6.900000000001455,1.5499999999992724,34.91666666666788,Thursday,0,0,35.91,0
17 00:51:20,17 00:52:42,17 01:00:22,17 01:25:54,144,205,76370,Palo Alto,True,21.12,0.0,2.08,0.0,23091.333333333332,23092.7,23100.366666666665,23125.9,17,1.366666666668607,7.666666666664241,34.566666666669335,Thursday,0,0,21.12,0
17 00:51:34,17 00:57:45,17 01:12:11,17 01:31:41,360,239,1060,Mountain View,True,56.9,0.0,4.68,0.0,23091.566666666666,23097.75,23112.183333333334,23131.683333333334,17,6.1833333333343035,14.433333333334303,40.11666666666861,Thursday,0,0,56.9,0
17 00:52:15,17 00:57:52,17 01:23:09,17 01:50:34,334,346,32256,San Jose,True,65.81,0.0,3.29,0.0,23092.25,23097.866666666665,23123.15,23150.566666666666,17,5.616666666664969,25.283333333336486,58.3166666666657,Thursday,0,0,65.81,0
17 00:52:17,17 00:58:03,17 01:17:10,17 01:27:09,134,76,12647,Mountain View,True,79.73,0.0,3.99,0.0,23092.283333333333,23098.05,23117.166666666668,23127.15,17,5.766666666666424,19.116666666668607,34.86666666666861,Thursday,0,0,79.73,0
17 00:52:54,17 00:56:29,17 01:50:20,17 02:21:00,79,43,6943,Palo Alto,True,17.91,0.0,0.9,0.0,23092.9,23096.483333333334,23150.333333333332,23181.0,17,3.5833333333321207,53.849999999998545,88.09999999999854,Thursday,0,0,17.91,0
17 00:53:01,17 00:53:13,17 01:10:40,17 01:47:58,214,8,3142,Palo Alto,True,11.96,0.0,1.1,0.0,23093.016666666666,23093.216666666667,23110.666666666668,23147.966666666667,17,0.2000000000007276,17.450000000000728,54.95000000000073,Thursday,0,0,11.96,0
17 00:53:13,17 00:53:46,17 01:06:13,17 01:52:02,345,79,790,Palo Alto,True,42.41,0.0,4.24,0.0,23093.216666666667,23093.766666666666,23106.216666666667,23152.033333333333,17,0.5499999999992724,12.450000000000728,58.8166666666657,Thursday,0,0,42.41,0
17 00:53:15,17 00:59:18,,17 01:47:21,313,100,14646,Palo Alto,True,42.87,0.0,5.08,0.0,23093.25,23099.3,,23147.35,17,6.049999999999272,,54.099999999998545,Thursday,0,0,42.87,0
17 00:53:38,17 00:59:33,17 01:32:05,17 02:34:08,274,243,56781,Mountain View,True,79.84,0.0,10.18,0.0,23093.633333333335,23099.55,23132.083333333332,23194.133333333335,17,5.916666666664241,32.53333333333285,100.5,Thursday,0,0,79.84,0
17 00:55:31,17 00:57:38,17 01:05:22,17 01:25:11,225,83,103759,Palo Alto,True,52.06,6.0,4.23,0.0,23095.516666666666,23097.633333333335,23105.366666666665,23125.183333333334,17,2.116666666668607,7.733333333329938,29.66666666666788,Thursday,0,0,52.06,0
17 00:56:21,17 01:03:24,17 01:22:05,17 01:48:43,125,351,1061,Palo Alto,True,39.58,0.0,1.98,0.0,23096.35,23103.4,23122.083333333332,23148.716666666667,17,7.05000000000291,18.683333333330665,52.36666666666861,Thursday,0,0,39.58,0
17 00:56:21,17 00:57:21,17 01:08:47,17 01:52:36,355,68,11844,Palo Alto,True,46.13,6.0,1.84,0.0,23096.35,23097.35,23108.783333333333,23152.6,17,1.0,11.433333333334303,56.25,Thursday,0,0,46.13,0
17 00:57:02,17 01:00:35,17 01:02:54,17 01:25:03,36,194,103767,San Jose,True,32.1,6.0,3.6,20.48,23097.033333333333,23100.583333333332,23102.9,23125.05,17,3.5499999999992724,2.3166666666693345,28.016666666666424,Thursday,0,0,11.620000000000001,0
17 00:57:29,17 00:58:08,17 01:38:49,17 02:09:29,144,68,14043,Palo Alto,True,204.05,0.0,8.83,0.0,23097.483333333334,23098.133333333335,23138.816666666666,23169.483333333334,17,0.6500000000014552,40.683333333330665,72.0,Thursday,0,0,204.05,0
17 00:57:41,17 01:03:49,17 01:39:57,17 02:02:02,257,281,96490,San Jose,True,21.26,0.0,0.7,0.0,23097.683333333334,23103.816666666666,23139.95,23162.033333333333,17,6.133333333331393,36.13333333333503,64.34999999999854,Thursday,0,0,21.26,0
17 00:57:53,17 01:06:20,,17 01:49:51,29,62,9880,Palo Alto,True,41.78,0.0,1.64,0.0,23097.883333333335,23106.333333333332,,23149.85,17,8.44999999999709,,51.966666666663514,Thursday,0,0,41.78,0
17 00:58:06,17 01:07:16,17 01:22:30,17 01:55:34,41,96,7679,Palo Alto,True,26.66,0.0,4.0,0.0,23098.1,23107.266666666666,23122.5,23155.566666666666,17,9.16666666666788,15.233333333333576,57.46666666666715,Thursday,0,0,26.66,0
17 00:58:08,17 01:09:00,17 01:22:58,17 01:41:54,50,50,653,Palo Alto,True,45.48,0.0,4.55,0.0,23098.133333333335,23109.0,23122.966666666667,23141.9,17,10.866666666664969,13.966666666667152,43.766666666666424,Thursday,0,0,45.48,0
17 00:58:11,17 01:09:03,17 01:14:08,17 01:48:25,43,59,17610,Palo Alto,True,42.87,0.0,1.69,0.0,23098.183333333334,23109.05,23114.133333333335,23148.416666666668,17,10.866666666664969,5.083333333335759,50.233333333333576,Thursday,0,0,42.87,0
17 00:58:12,17 01:09:06,,17 01:42:56,222,7,14522,Palo Alto,True,44.06,0.0,3.5,0.0,23098.2,23109.1,,23142.933333333334,17,10.899999999997817,,44.733333333333576,Thursday,0,0,44.06,0
17 00:58:24,17 01:09:03,17 01:19:03,17 02:13:39,246,83,15577,Palo Alto,True,24.38,0.0,0.84,0.0,23098.4,23109.05,23119.05,23173.65,17,10.649999999997817,10.0,75.25,Thursday,0,0,24.38,0
17 00:59:56,17 01:06:34,17 01:27:47,17 01:54:12,313,19,9856,Palo Alto,True,26.12,0.0,1.31,0.0,23099.933333333334,23106.566666666666,23127.783333333333,23154.2,17,6.633333333331393,21.21666666666715,54.266666666666424,Thursday,0,0,26.12,0
17 00:59:57,17 01:04:28,,17 01:28:52,60,3,100888,Palo Alto,True,24.49,0.0,2.0,0.0,23099.95,23104.466666666667,,23128.866666666665,17,4.516666666666424,,28.91666666666424,Thursday,0,0,24.49,0
17 01:00:08,17 01:16:57,17 01:22:50,17 01:50:15,193,28,102391,Palo Alto,True,44.88,0.0,3.57,0.0,23100.133333333335,23116.95,23122.833333333332,23150.25,17,16.816666666665697,5.883333333331393,50.11666666666497,Thursday,0,0,44.88,1
17 01:00:13,17 01:11:41,17 01:55:03,17 02:21:32,379,8,10229,Palo Alto,False,42.38,0.0,1.67,0.0,23100.216666666667,23111.683333333334,23155.05,23181.533333333333,17,11.466666666667152,43.36666666666497,81.3166666666657,Thursday,0,0,42.38,1
17 01:00:38,17 01:05:52,17 01:21:24,17 01:42:34,366,20,2777,Palo Alto,True,68.57,0.0,2.87,71.44,23100.633333333335,23105.866666666665,23121.4,23142.566666666666,17,5.233333333329938,15.533333333336486,41.933333333330665,Thursday,0,0,-2.8700000000000045,1
17 01:01:51,17 01:13:15,17 01:26:03,17 01:46:03,379,70,19789,Palo Alto,True,28.35,0.0,1.02,0.0,23101.85,23113.25,23126.05,23146.05,17,11.400000000001455,12.799999999999272,44.20000000000073,Thursday,0,0,28.35,1
17 01:01:51,17 01:07:21,17 01:26:26,17 01:59:19,166,84,14522,Palo Alto,True,54.23,0.0,4.43,0.0,23101.85,23107.35,23126.433333333334,23159.316666666666,17,5.5,19.08333333333576,57.46666666666715,Thursday,0,0,54.23,1
17 01:01:56,17 01:04:52,17 01:42:24,17 02:00:03,317,186,12509,San Jose,True,42.81,0.0,2.14,0.0,23101.933333333334,23104.866666666665,23142.4,23160.05,17,2.9333333333306655,37.533333333336486,58.11666666666497,Thursday,0,0,42.81,1
17 01:02:26,17 01:04:52,17 01:21:26,17 01:49:00,328,63,13808,Palo Alto,True,111.6,0.0,14.56,0.0,23102.433333333334,23104.866666666665,23121.433333333334,23149.0,17,2.4333333333306655,16.566666666669335,46.5666666666657,Thursday,0,0,111.6,1
17 01:03:47,17 01:19:43,17 01:52:29,17 02:02:51,189,125,10893,San Jose,True,23.4,0.0,2.34,0.0,23103.783333333333,23119.716666666667,23152.483333333334,23162.85,17,15.933333333334303,32.766666666666424,59.0666666666657,Thursday,0,0,23.4,1
17 01:03:53,17 01:04:59,17 01:17:20,17 01:50:01,307,68,991,Palo Alto,True,46.67,0.0,3.0,0.0,23103.883333333335,23104.983333333334,23117.333333333332,23150.016666666666,17,1.0999999999985448,12.349999999998545,46.13333333333139,Thursday,0,0,46.67,1
17 01:03:53,17 01:04:57,17 01:25:47,17 01:51:31,259,8,55374,Palo Alto,True,47.22,0.0,3.79,0.0,23103.883333333335,23104.95,23125.783333333333,23151.516666666666,17,1.0666666666656965,20.83333333333212,47.63333333333139,Thursday,0,0,47.22,1
17 01:04:24,17 01:11:23,17 01:33:12,17 01:45:55,363,27,63430,Palo Alto,True,63.85,0.0,3.19,0.0,23104.4,23111.383333333335,23133.2,23145.916666666668,17,6.983333333333576,21.816666666665697,41.516666666666424,Thursday,0,0,63.85,1
17 01:05:36,17 01:07:37,17 01:43:29,17 02:08:41,168,186,10494,San Jose,True,37.37,0.0,5.61,42.98,23105.6,23107.616666666665,23143.483333333334,23168.683333333334,17,2.016666666666424,35.86666666666861,63.08333333333576,Thursday,0,0,-5.609999999999999,1
17 01:06:07,17 01:10:22,17 01:32:54,17 01:54:06,172,41,25260,Palo Alto,True,31.01,0.0,1.15,0.0,23106.116666666665,23110.366666666665,23132.9,23154.1,17,4.25,22.533333333336486,47.983333333333576,Thursday,0,0,31.01,1
17 01:06:57,17 01:11:34,17 01:16:10,17 01:37:49,343,76,92614,Mountain View,True,70.05,0.0,2.94,0.0,23106.95,23111.566666666666,23116.166666666668,23137.816666666666,17,4.616666666664969,4.600000000002183,30.86666666666497,Thursday,0,0,70.05,1
17 01:07:51,17 01:11:07,17 01:48:49,17 02:15:54,366,63,1808,Palo Alto,True,179.91,0.0,7.72,0.0,23107.85,23111.116666666665,23148.816666666666,23175.9,17,3.266666666666424,37.70000000000073,68.05000000000291,Thursday,0,0,179.91,1
17 01:10:14,17 01:20:21,17 01:38:17,17 02:01:09,262,28,12395,Palo Alto,True,39.55,0.0,5.93,0.0,23110.233333333334,23120.35,23138.283333333333,23161.15,17,10.116666666664969,17.933333333334303,50.91666666666788,Thursday,0,0,39.55,1
17 01:12:00,17 01:14:28,,17 01:55:03,336,270,67104,San Jose,True,128.36,0.0,19.25,0.0,23112.0,23114.466666666667,,23155.05,17,2.4666666666671517,,43.04999999999927,Thursday,0,0,128.36,1
17 01:13:45,17 01:24:12,17 01:37:50,17 01:59:38,92,48,103795,Palo Alto,True,33.08,6.0,1.24,0.0,23113.75,23124.2,23137.833333333332,23159.633333333335,17,10.450000000000728,13.633333333331393,45.88333333333503,Thursday,0,0,33.08,1
17 01:13:58,17 01:23:19,17 01:38:18,17 02:04:20,267,12,36458,Palo Alto,True,35.2,0.0,1.76,0.0,23113.966666666667,23123.316666666666,23138.3,23164.333333333332,17,9.349999999998545,14.983333333333576,50.36666666666497,Thursday,0,0,35.2,1
17 01:14:13,17 01:20:54,,17 01:57:18,215,99,3185,Palo Alto,True,17.42,0.0,0.52,0.0,23114.216666666667,23120.9,,23157.3,17,6.6833333333343035,,43.08333333333212,Thursday,0,0,17.42,1
17 01:14:29,17 01:41:44,17 02:10:40,17 02:46:39,214,115,7852,Palo Alto,False,75.27,0.0,3.76,0.0,23114.483333333334,23141.733333333334,23170.666666666668,23206.65,17,27.25,28.933333333334303,92.16666666666788,Thursday,0,0,75.27,1
17 01:14:41,17 01:19:26,,17 02:40:41,246,233,2353,Palo Alto,True,33.69,0.0,2.54,0.0,23114.683333333334,23119.433333333334,,23200.683333333334,17,4.75,,86.0,Thursday,0,0,33.69,1
17 01:15:23,17 01:17:34,17 01:36:05,17 02:25:50,299,68,2201,Palo Alto,True,22.86,0.0,0.77,0.0,23115.383333333335,23117.566666666666,23136.083333333332,23185.833333333332,17,2.1833333333306655,18.516666666666424,70.44999999999709,Thursday,0,0,22.86,1
17 01:15:56,17 01:36:37,17 02:25:47,17 02:50:20,195,232,2446,Palo Alto,False,44.39,6.0,5.29,0.0,23115.933333333334,23136.616666666665,23185.783333333333,23210.333333333332,17,20.683333333330665,49.16666666666788,94.39999999999782,Thursday,0,0,44.39,1
17 01:16:03,17 01:17:31,17 01:42:01,17 02:02:06,380,10,3219,Palo Alto,True,50.04,0.0,2.5,0.0,23116.05,23117.516666666666,23142.016666666666,23162.1,17,1.4666666666671517,24.5,46.04999999999927,Thursday,0,0,50.04,1
17 01:16:09,17 01:22:09,17 01:37:47,17 02:02:59,357,158,52500,San Jose,True,17.64,0.0,2.65,0.0,23116.15,23122.15,23137.783333333333,23162.983333333334,17,6.0,15.633333333331393,46.83333333333212,Thursday,0,0,17.64,1
17 01:16:57,17 01:26:10,17 01:42:15,17 02:00:29,154,200,78977,Palo Alto,True,25.79,0.0,0.0,0.0,23116.95,23126.166666666668,23142.25,23160.483333333334,17,9.216666666667152,16.08333333333212,43.53333333333285,Thursday,0,0,25.79,1
17 01:17:27,17 01:22:17,17 01:38:09,17 02:00:50,204,347,12980,Mountain View,True,87.18,0.0,3.73,0.0,23117.45,23122.283333333333,23138.15,23160.833333333332,17,4.833333333332121,15.866666666668607,43.38333333333139,Thursday,0,0,87.18,1
17 01:17:53,17 01:18:34,,17 02:06:23,262,20,103804,Palo Alto,True,20.08,6.0,1.29,0.0,23117.883333333335,23118.566666666666,,23166.383333333335,17,0.6833333333306655,,48.5,Thursday,0,0,20.08,1
17 01:17:58,17 01:23:03,17 01:35:42,17 02:11:21,275,353,98651,Mountain View,True,30.8,0.0,1.14,0.0,23117.966666666667,23123.05,23135.7,23171.35,17,5.083333333332121,12.650000000001455,53.38333333333139,Thursday,0,0,30.8,1
17 01:18:14,17 01:25:24,,17 02:08:03,363,100,3319,Palo Alto,True,66.25,0.0,3.31,0.0,23118.233333333334,23125.4,,23168.05,17,7.166666666667879,,49.8166666666657,Thursday,0,0,66.25,1
17 01:19:17,17 01:25:27,17 01:38:02,17 02:01:56,225,12,2918,Palo Alto,True,17.91,0.0,0.54,0.0,23119.283333333333,23125.45,23138.033333333333,23161.933333333334,17,6.166666666667879,12.58333333333212,42.650000000001455,Thursday,0,0,17.91,1
17 01:20:05,17 01:20:34,17 01:46:54,17 02:15:02,370,8,6685,Palo Alto,True,25.14,0.0,2.64,0.0,23120.083333333332,23120.566666666666,23146.9,23175.033333333333,17,0.48333333333357587,26.33333333333576,54.95000000000073,Thursday,0,0,25.14,1
17 01:20:36,17 01:44:36,17 01:41:06,17 02:12:09,267,83,3627,Palo Alto,True,23.78,0.0,0.81,0.0,23120.6,23144.6,23141.1,23172.15,17,24.0,-3.5,51.55000000000291,Thursday,0,0,23.78,1
17 01:20:49,17 01:22:29,17 01:53:15,17 02:38:52,308,8,13902,Palo Alto,True,180.24,0.0,15.47,0.0,23120.816666666666,23122.483333333334,23153.25,23198.866666666665,17,1.6666666666678793,30.766666666666424,78.04999999999927,Thursday,0,0,180.24,1
17 01:21:31,17 01:31:32,17 01:44:18,17 01:50:59,97,43,3796,Mountain View,True,20.63,0.0,1.03,0.0,23121.516666666666,23131.533333333333,23144.3,23150.983333333334,17,10.016666666666424,12.766666666666424,29.46666666666715,Thursday,0,0,20.63,1
17 01:23:55,17 01:24:26,17 02:00:36,17 02:20:57,259,105,1251,Palo Alto,True,54.67,0.0,2.23,0.0,23123.916666666668,23124.433333333334,23160.6,23180.95,17,0.5166666666664241,36.16666666666424,57.03333333333285,Thursday,0,0,54.67,1
17 01:23:57,17 01:29:31,,17 01:45:34,259,5,6081,Palo Alto,True,28.24,0.0,4.24,0.0,23123.95,23129.516666666666,,23145.566666666666,17,5.5666666666656965,,21.61666666666497,Thursday,0,0,28.24,1
17 01:24:51,17 01:25:08,,17 02:02:23,60,211,103839,Palo Alto,True,37.54,6.0,3.0,0.0,23124.85,23125.133333333335,,23162.383333333335,17,0.28333333333648625,,37.533333333336486,Thursday,0,0,37.54,1
17 01:25:54,17 01:29:27,17 01:36:04,17 02:19:17,60,53,10512,Palo Alto,True,90.12,0.0,0.0,0.0,23125.9,23129.45,23136.066666666666,23179.283333333333,17,3.5499999999992724,6.616666666664969,53.38333333333139,Thursday,0,0,90.12,1
17 01:26:07,17 01:26:27,17 01:56:39,17 02:14:38,358,8,85353,Palo Alto,True,26.55,0.0,1.33,0.0,23126.116666666665,23126.45,23156.65,23174.633333333335,17,0.33333333333575865,30.200000000000728,48.51666666667006,Thursday,0,0,26.55,1
17 01:26:37,17 01:34:10,17 01:58:32,17 02:19:31,193,7,6958,Palo Alto,True,121.08,0.0,6.05,0.0,23126.616666666665,23134.166666666668,23158.533333333333,23179.516666666666,17,7.55000000000291,24.36666666666497,52.900000000001455,Thursday,0,0,121.08,1
17 01:29:11,17 01:31:25,,17 02:22:35,222,227,1473,Palo Alto,True,53.18,0.0,2.66,0.0,23129.183333333334,23131.416666666668,,23182.583333333332,17,2.233333333333576,,53.39999999999782,Thursday,0,0,53.18,1
17 01:29:24,17 01:32:35,17 01:42:46,17 02:22:09,360,30,103838,Mountain View,True,63.04,6.0,2.62,0.0,23129.4,23132.583333333332,23142.766666666666,23182.15,17,3.1833333333306655,10.183333333334303,52.75,Thursday,0,0,63.04,1
17 01:29:24,17 01:29:53,17 01:48:33,17 02:23:15,89,116,3723,Mountain View,True,74.35,0.0,9.42,0.0,23129.4,23129.883333333335,23148.55,23183.25,17,0.48333333333357587,18.66666666666424,53.849999999998545,Thursday,0,0,74.35,1
17 01:29:25,17 02:04:20,17 02:31:25,17 02:44:57,36,139,96724,San Jose,False,14.59,0.0,0.73,0.0,23129.416666666668,23164.333333333332,23191.416666666668,23204.95,17,34.91666666666424,27.08333333333576,75.53333333333285,Thursday,0,0,14.59,1
17 01:29:48,17 01:35:08,17 01:54:00,17 02:15:38,314,27,103832,Palo Alto,True,32.54,6.0,1.22,0.0,23129.8,23135.133333333335,23154.0,23175.633333333335,17,5.333333333335759,18.86666666666497,45.83333333333576,Thursday,0,0,32.54,1
17 01:30:30,17 01:32:27,17 02:13:18,17 02:29:27,363,20,14582,Palo Alto,True,54.01,6.0,2.2,0.0,23130.5,23132.45,23173.3,23189.45,17,1.9500000000007276,40.849999999998545,58.95000000000073,Thursday,0,0,54.01,1
17 01:31:01,17 01:37:56,17 01:56:29,17 02:12:04,381,12,7997,Palo Alto,True,47.33,0.0,1.9,0.0,23131.016666666666,23137.933333333334,23156.483333333334,23172.066666666666,17,6.916666666667879,18.549999999999272,41.04999999999927,Thursday,0,0,47.33,1
17 01:31:25,17 01:40:36,17 01:46:54,17 02:16:29,264,297,103874,San Jose,True,51.67,6.0,2.09,0.0,23131.416666666668,23140.6,23146.9,23176.483333333334,17,9.183333333330665,6.30000000000291,45.0666666666657,Thursday,0,0,51.67,1
17 01:31:51,17 01:40:03,17 01:48:25,17 02:16:31,227,160,59011,San Jose,True,21.22,0.0,1.06,0.0,23131.85,23140.05,23148.416666666668,23176.516666666666,17,8.200000000000728,8.366666666668607,44.66666666666788,Thursday,0,0,21.22,1
17 01:33:44,17 01:40:02,,17 02:12:47,36,300,79259,San Jose,True,53.73,0.0,6.56,0.0,23133.733333333334,23140.033333333333,,23172.783333333333,17,6.299999999999272,,39.04999999999927,Thursday,0,0,53.73,1
17 01:34:15,17 01:36:02,,17 02:13:46,259,105,7513,Palo Alto,True,36.34,0.0,1.82,0.0,23134.25,23136.033333333333,,23173.766666666666,17,1.7833333333328483,,39.516666666666424,Thursday,0,0,36.34,1
17 01:34:31,17 01:39:59,17 02:01:17,17 02:20:29,200,53,7391,Palo Alto,True,60.81,0.0,5.04,0.0,23134.516666666666,23139.983333333334,23161.283333333333,23180.483333333334,17,5.466666666667152,21.299999999999272,45.96666666666715,Thursday,0,0,60.81,1
17 01:34:41,17 01:42:39,17 01:55:27,17 02:44:02,249,201,97077,San Jose,True,31.55,0.0,6.0,0.0,23134.683333333334,23142.65,23155.45,23204.033333333333,17,7.966666666667152,12.799999999999272,69.34999999999854,Thursday,0,0,31.55,1
17 01:34:52,17 01:43:08,17 02:06:23,17 02:58:20,239,298,72788,San Jose,True,24.42,0.0,0.84,0.0,23134.866666666665,23143.133333333335,23166.383333333335,23218.333333333332,17,8.266666666670062,23.25,83.46666666666715,Thursday,0,0,24.42,1
17 01:35:41,17 01:43:44,17 01:52:32,17 02:16:14,166,104,1999,Palo Alto,True,78.21,0.0,6.64,0.0,23135.683333333334,23143.733333333334,23152.533333333333,23176.233333333334,17,8.049999999999272,8.799999999999272,40.54999999999927,Thursday,0,0,78.21,1
17 01:35:44,17 03:07:15,17 02:04:49,17 02:38:43,265,39,2508,Palo Alto,True,40.26,0.0,2.01,0.0,23135.733333333334,23227.25,23164.816666666666,23198.716666666667,17,91.51666666666642,-62.4333333333343,62.983333333333576,Thursday,0,0,40.26,1
17 01:35:54,17 01:38:43,,17 02:36:09,79,43,758,Palo Alto,True,15.73,5.0,0.44,0.0,23135.9,23138.716666666667,,23196.15,17,2.8166666666656965,,60.25,Thursday,0,0,15.73,1
17 01:36:09,17 01:38:17,,17 02:20:38,370,20,4614,Palo Alto,True,24.38,0.0,1.69,0.0,23136.15,23138.283333333333,,23180.633333333335,17,2.133333333331393,,44.483333333333576,Thursday,0,0,24.38,1
17 01:36:37,17 01:40:32,,17 02:19:41,41,96,890,Palo Alto,True,35.91,0.0,1.37,0.0,23136.616666666665,23140.533333333333,,23179.683333333334,17,3.9166666666678793,,43.066666666669335,Thursday,0,0,35.91,1
17 01:36:40,17 01:47:51,,17 02:26:49,334,194,103893,San Jose,True,54.94,6.0,5.0,0.0,23136.666666666668,23147.85,,23186.816666666666,17,11.183333333330665,,50.14999999999782,Thursday,0,0,54.94,1
17 01:37:07,17 01:47:29,17 01:58:13,17 02:11:35,125,324,6641,Palo Alto,True,32.05,0.0,1.6,0.0,23137.116666666665,23147.483333333334,23158.216666666667,23171.583333333332,17,10.366666666668607,10.733333333333576,34.46666666666715,Thursday,0,0,32.05,1
17 01:37:07,17 02:05:26,,17 02:34:27,50,98,8322,Palo Alto,True,60.81,0.0,5.04,0.0,23137.116666666665,23165.433333333334,,23194.45,17,28.316666666669335,,57.33333333333576,Thursday,0,0,60.81,1
17 01:37:07,17 01:37:21,17 02:01:37,17 02:23:19,43,8,6649,Palo Alto,True,19.54,0.0,4.0,0.0,23137.116666666665,23137.35,23161.616666666665,23183.316666666666,17,0.23333333333357587,24.266666666666424,46.20000000000073,Thursday,0,0,19.54,1
17 01:37:50,17 01:57:14,17 02:13:27,17 02:36:19,215,18,4253,Palo Alto,True,33.19,0.0,1.25,0.0,23137.833333333332,23157.233333333334,23173.45,23196.316666666666,17,19.400000000001455,16.21666666666715,58.483333333333576,Thursday,0,0,33.19,1
17 01:37:55,17 01:59:17,,17 02:48:11,366,120,36411,Palo Alto,True,28.29,0.0,1.41,0.0,23137.916666666668,23159.283333333333,,23208.183333333334,17,21.36666666666497,,70.26666666666642,Thursday,0,0,28.29,1
17 01:38:04,17 01:42:24,,17 02:24:26,134,243,12101,Mountain View,True,31.99,0.0,3.2,0.0,23138.066666666666,23142.4,,23184.433333333334,17,4.333333333335759,,46.36666666666861,Thursday,0,0,31.99,1
17 01:38:25,17 03:17:54,17 03:39:51,17 03:59:09,379,107,1213,Palo Alto,False,28.29,0.0,1.02,0.0,23138.416666666668,23237.9,23259.85,23279.15,17,99.48333333333358,21.94999999999709,140.73333333333358,Thursday,0,0,28.29,1
17 01:38:27,17 01:44:10,17 02:17:04,17 02:24:58,227,267,12278,San Jose,True,21.77,0.0,1.45,0.0,23138.45,23144.166666666668,23177.066666666666,23184.966666666667,17,5.716666666667152,32.89999999999782,46.516666666666424,Thursday,0,0,21.77,1
17 01:38:36,17 01:40:56,17 02:13:36,17 02:58:42,262,8,10978,Palo Alto,True,35.31,0.0,1.34,0.0,23138.6,23140.933333333334,23173.6,23218.7,17,2.3333333333357587,32.66666666666424,80.10000000000218,Thursday,0,0,35.31,1
17 01:40:02,17 01:46:50,17 02:06:52,17 02:37:39,382,281,102468,San Jose,True,46.82,6.0,5.61,0.0,23140.033333333333,23146.833333333332,23166.866666666665,23197.65,17,6.799999999999272,20.03333333333285,57.61666666666861,Thursday,0,0,46.82,1
17 01:40:13,17 01:43:10,17 02:20:42,17 02:27:49,245,221,90237,Mountain View,True,72.78,0.0,3.07,0.0,23140.216666666667,23143.166666666668,23180.7,23187.816666666666,17,2.9500000000007276,37.53333333333285,47.599999999998545,Thursday,0,0,72.78,1
17 01:41:19,17 01:50:20,17 02:01:33,17 02:43:37,334,190,16548,San Jose,True,35.74,0.0,3.0,0.0,23141.316666666666,23150.333333333332,23161.55,23203.616666666665,17,9.016666666666424,11.216666666667152,62.29999999999927,Thursday,0,0,35.74,1
17 01:41:38,17 01:46:04,17 01:52:29,17 02:16:23,277,44,63565,Mountain View,True,22.8,0.0,1.54,0.0,23141.633333333335,23146.066666666666,23152.483333333334,23176.383333333335,17,4.4333333333306655,6.416666666667879,34.75,Thursday,0,0,22.8,1
17 01:43:00,17 01:44:08,17 02:19:39,17 02:41:02,304,169,94101,San Jose,True,57.0,0.0,5.7,0.0,23143.0,23144.133333333335,23179.65,23201.033333333333,17,1.133333333335031,35.516666666666424,58.03333333333285,Thursday,0,0,57.0,1
17 01:43:44,17 02:01:10,,17 02:48:04,215,18,1373,Palo Alto,True,25.58,0.0,0.9,0.0,23143.733333333334,23161.166666666668,,23208.066666666666,17,17.433333333334303,,64.33333333333212,Thursday,0,0,25.58,1
17 01:44:42,17 01:51:36,17 02:25:24,17 02:42:44,381,5,1633,Palo Alto,True,53.74,0.0,2.19,0.0,23144.7,23151.6,23185.4,23202.733333333334,17,6.899999999997817,33.80000000000291,58.03333333333285,Thursday,0,0,53.74,1
17 01:45:01,17 01:45:17,17 02:04:32,17 02:52:44,350,349,10636,Mountain View,True,92.67,0.0,4.63,0.0,23145.016666666666,23145.283333333333,23164.533333333333,23212.733333333334,17,0.26666666666642413,19.25,67.71666666666715,Thursday,0,0,92.67,1
17 01:45:34,17 01:54:24,17 02:00:54,17 02:28:37,328,18,60575,Palo Alto,True,19.49,0.0,0.62,0.0,23145.566666666666,23154.4,23160.9,23188.616666666665,17,8.833333333335759,6.5,43.04999999999927,Thursday,0,0,19.49,1
